,tweet_id,text,location,raw_prediction,WER,prediction
272,ID_1001375097985249280,"Massive Flooding Destroys Maryland City, Again",Maryland City,Maryland City,0.0,Maryland City
274,ID_1001386251319238656,"Ellicott City flood: Man missing after 1,000-year torrents devastate Maryland",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
276,ID_1001386813251051520,TODAY clean up continues in Maryland after the devastating floods.. while the search continues for a missing man. We’re tracking the latest on @WMTWTV,Maryland,Maryland,0.0,Maryland
277,ID_1001393979089457152,"Next at 5:30AM, incredible images from Maryland after historic flooding. Hundreds evacuated. #ABC11",Maryland,Maryland,0.0,Maryland
279,ID_1001397894983962624,EXTREME WEATHER. Desperate search for a National Guardsman now underway after he was swept away helping with rescues in the Maryland floods,Maryland,Maryland,0.0,Maryland
280,ID_1001400975805075456,"39 yr old active duty National guardsman, Eddison Hermond disappeared as flood waters swept thru Ellicott City, Maryland, while trying to rescue a woman. Praying.ὤF",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
284,ID_1001410837075111936,I liked a @YouTube video  Roads submerged as severe flash flooding hits Maryland,Maryland,Maryland,0.0,Maryland
285,ID_1001413677722021888,No words to describe the devastation after Ellicott City flooding in Maryland  #EllicottCityMD #ECFlood #EllicottCity #FlashFloods #FlashFloodWarning #PublicSafety #PSA #Maryland #USNews #News #WeatherAdvisory #Floods #NWS,Ellicott City Maryland,El ##lic ##ott City Maryland El ##lic ##ott ##C ##ity Maryland,0.3333333333333333,Ellicott City EllicottCity Maryland
288,ID_1001420066141999104,Missing guardsman from Maryland swept away in Flood Waters while attempting to help people. We are all praying for his safe return,Maryland,Maryland,0.0,Maryland
290,ID_1001423059365056512,RT @TODAYshow: Desperate search continues for National Guardsman swept away in Maryland floods,Maryland,Maryland,0.0,Maryland
291,ID_1001424113284464640,RT @johnmccaa: National Guardsman swept away by flash floods in Maryland after trying to rescue womans cat - NY Daily News /,Maryland,Maryland,0.0,Maryland
295,ID_1001427955741089792,Tuesday May 29 - Morning Update: A National Guard member helping a woman during the Maryland floods has gone missing; The UK government is set to change the law after menstruating women were left to bleed in police custody Via @BuzzFeedNews @elamin88,Maryland UK,Maryland UK,0.0,Maryland UK
298,ID_1001431419518779392,"As Climate Change increases, we will be seeing more and more extreme weather events; flash flooding in areas not normally seen, etc. Do not ignore warnings!",,,1.0, 
299,ID_1001431515123912704,"Search Underway for Missing National Guardsman After 1,000-Year Flash Flood Tears Through Ellicott City, Maryland -  by RO Water Filter",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
300,ID_1001432268135698432,Video Footage Shows Devastation Left From Maryland Flooding,Maryland,Maryland,0.0,Maryland
301,ID_1001432691470929920,Search Underway for Missing Veteran Swept Away After Trying to Rescue Cat During Historic Maryland Flooding  #EllicottCityFlood,Maryland,Maryland,0.0,Maryland
304,ID_1001435373476700160,Man still missing after Maryland flash flood. Two floods in two years in Ellicott City have residents wondering whether to rebuild.  #flooding #Maryland,Ellicott City Maryland,Maryland El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
305,ID_1001437168001343488,Tragic. A whole car full of dead or seriously injured young people.,,,1.0, 
306,ID_1001437660806860800,"For the second time in two years, flash floods rip through Ellicott City, Maryland",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
307,ID_1001438641800056832,WATCH: Massive Flooding in Maryland. Joining Many Other Recent Natural Phenomena - @IsraelVideos,Maryland,Maryland,0.0,Maryland
308,ID_1001439980995178496,"RT @AMHQ: Were surveying the flooding damage in Ellicott, Maryland LIVE all morning:",Ellicott Maryland,El ##lic ##ott Maryland,0.0,Ellicott Maryland
313,ID_1001443716320579584,unbelievable - the damage flash flooding did here #komonews,,,1.0, 
314,ID_1001444922552193024,RT @BethQuarterman7: National Guard member missing after flash flooding strikes Maryland city. Please pray #PrayforMilitary,Maryland,Maryland,0.0,Maryland
316,ID_1001445113523068928,Hope for a #Hero ὠ7 in #EllicottCity #Flood #Donate #Volunteer  Your #CentralMaryland #RealEstate Connection #mmmarylandhomes,EllicottCity,El ##lic ##ott ##C ##ity,0.0,EllicottCity
319,ID_1001449160774705152,"With a Roar, Flash Flood Smashes Into a Maryland Community Roaring flash floods struck a Maryland city Sunday that had been wracked by similar devastation two years ago, its main street turned into a raging river that reached the first floor of some buil",Maryland,Maryland Maryland,0.0,Maryland
320,ID_1001449853602488320,RT @EvaPilgrim: Search continues for man missing after flash flooding in MD destroys town.,MD,MD,0.0,MD
321,ID_1001450225641447424,Heavy flooding in Maryland leaves one missing and extensive damage,Maryland,Maryland,0.0,Maryland
326,ID_1001454620747620352,Maryland Governor declares state of emergency after flash flooding HeatMap Column 4>  #Flood #Flooding #Floods,Maryland,Maryland,0.0,Maryland
327,ID_1001455975113650176,Maryland National Guardsman Swept Away in Flood During Attempted Rescue: Sgt. Eddison Hermond,Maryland,Maryland,0.0,Maryland
328,ID_1001456243670683648,"In Maryland, Elliot City was devastated by floods over the weekend. Will this town choose to rebuild or retreat in the face of disastrous climate change?",Elliot City Maryland,Maryland Elliot,0.6666666666666666,Maryland
332,ID_1001462070267834368,Flash flooding in Maryland causes serious damage. READ MORE:,Maryland,Maryland,0.0,Maryland
334,ID_1001466003451244544,One man missing after devastating flash floods in Maryland - : NBC 10 Philadelphia One man missing after devastating flash floods in Maryland  The missing man - 39-year-old Eddison Hermond - was last seen,Maryland Philadelphia,Maryland Philadelphia Maryland,0.0,Maryland Philadelphia
335,ID_1001467861745917952,"COMING UP: @CBSThisMorning reports from Maryland with damage from flash flooding and along the Gulf Coast, where people are evacuating ahead of the first named storm of the season.",Maryland,Maryland,0.0,Maryland
339,ID_1001475136841756672,Rescuers search for hero soldier swept away in Maryland floods,Maryland,Maryland,0.0,Maryland
341,ID_1001478314303852544,"All of these major disaster are happening because that Nibiru system is near and it has a strong thresh hold on planet Earth. ⚡️ Heavy rain and flash flooding devastate Ellicott City, Maryland”",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
345,ID_1001484056637394944,Guardsman reported missing in raging flood waters that washed out parts of Maryland:,Maryland,Maryland,0.0,Maryland
347,ID_1001486280025411584,Latest: Maryland flooding: Drone footage shows extent of damage in Ellicott City,Ellicott City Maryland,Maryland El ##lic ##ott City,0.0,Ellicott City Maryland
348,ID_1001488104446885888,"RT @arirangtvnews: ▪ MARYLAND FLOOD Devastating #flood hits Ellicott City, #Maryland, one missing",Ellicott MARYLAND Maryland,MA ##R ##Y ##LA ##ND El ##lic ##ott City Maryland,0.3333333333333333,Ellicott City MARYLAND Maryland
349,ID_1001493612977418240,.@MD_DLLR has services available for those affected by flooding. See below and visit  for more information.,,,1.0, 
353,ID_1001497630403366912,Search crews in Maryland are trying to find a National Guardsman who was whisked away by flash floods while trying to help someone 9&10 News,Maryland,Maryland,0.0,Maryland
355,ID_1001498263432949760,Fears for National Guardsman swept away in Maryland flash floods  via @MailOnline,Maryland,Maryland,0.0,Maryland
356,ID_1001499273719148544,Flash flooding leaves trail of damage in Maryland town - BBC News US. This. Is. #climatechange. Get it? @CorpCommAZ @tomforese @BobStump @WSJ @nytimes @NARUC @Edison_Electric @TwitterAPI @CHonorableEsq @CLaFleurFERC @WorkatFERC @FERCRPowelson @FERCAttack,Maryland,Maryland,0.0,Maryland
357,ID_1001504200545599488,"Video: Aftermath of Sundays devastating flash flooding in Ellicott City, Maryland. One National Guardsman is missing as a result of the flooding.",Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
360,ID_1001511044215443456,Flooded homes and businesses. Crumpled cars. Residents in one rain-soaked Maryland mill town wonder whether to rebuild or leave.,Maryland,Maryland,0.0,Maryland
362,ID_1001512894117400576,"The @usairforce veteran was last seen trying to help a woman and her cat behind a restaurant during the flooding of the county seat of Howard County, #Maryland.",Howard County Maryland,Howard County Maryland,0.0,Howard County Maryland
364,ID_1001514317831966720,#Flooding submerged parts of Maryland on Sunday prompting water rescues & road closures -,Maryland,Maryland,0.0,Maryland
366,ID_1001515377938092032,Body found in Patapsco River days after Ellicott City flooding  via @WUSA9,Ellicott City Patapsco River,Pat ##ap ##sco River El ##lic ##ott City,0.0,Ellicott City Patapsco River
367,ID_1001519892468772864,"@OfficialTAZ Sadly, its now confirmed that one man has died. A Maryland National Guard soldier died trying to rescue someone in that flood.",Maryland,Maryland,0.0,Maryland
369,ID_1001520819900698624,Heard they found the body of missing National Guard member Eddison Hermond. The 39-year old tried protecting others at a restaurant by holding doors closed during flash flooding in Ellicott City Maryland. Swept away trying to find a woman’s cat.,Ellicott City Maryland,El ##lic ##ott City Maryland,0.0,Ellicott City Maryland
370,ID_1001521366926086144,"Updating our previous story, the body found by searches in Marylands Patapsco River has been identified as Sgt. Eddison Hermond, who has been missing since Sundays flash flood in Ellicott City.",Ellicott City Marylands Patapsco River,Maryland ##s Pat ##ap ##sco River El ##lic ##ott City,0.0,Ellicott City Marylands Patapsco River
372,ID_1001522132457807872,"JUST IN: Howard County police say the body of Eddison Alexander Hermond, who went missing during destructive flash flooding in Maryland after trying to help a woman rescue her cat, was found by searchers",Howard County Maryland,Howard County Maryland,0.0,Howard County Maryland
373,ID_1001522168193343488,"Missing national guardsman Eddison Hermond has been found after being swept away in a flash flood in Maryland. Unfortunately, he didn’t survive. My thoughts and prayers are with his family.",Maryland,Maryland,0.0,Maryland
374,ID_1001522378017595392,RT @JaimeMarieBerg: UPDATE: Body identified as missing veteran who was swept away in flash flooding in Maryland. #9news,Maryland,Maryland,0.0,Maryland
375,ID_1001523660509806592,"All of #Maryland is under a state of emergency, says Gov. Larry Hogan, after catastrophic flooding in #EllicottCity and #Baltimore. Read more about this 1000 year flood >>",Baltimore EllicottCity Maryland,Maryland El ##lic ##ott ##C ##ity Baltimore,0.0,Baltimore EllicottCity Maryland
376,ID_1001526514696032256,RT @AP: BREAKING: Authorities say crews looking for a man missing in Maryland flash flooding have found the body of an adult male.,Maryland,Maryland,0.0,Maryland
377,ID_1001526842233253888,"The Latest: Police say a body found in the Patapsco River has been identified as 39-year-old Eddison Hermond, the sole person reported missing following the torrential rains that prompted destructive flash flooding in a historic Maryland town.",Maryland Patapsco River,Pat ##ap ##sco River Maryland,0.0,Maryland Patapsco River
382,ID_1001530613692817408,"RT @AP: BREAKING: Police say body found in Patapsco River is Eddison Hermond, who was reported missing in Maryland flash floods.",Maryland Patapsco River,Pat ##ap ##sco River Maryland,0.0,Maryland Patapsco River
383,ID_1001530803413770240,"The body of 39-year-old Eddison Hermond, a National Guard member and @usairforce vet, was found by searchers scouring the Patapsco River. He was last seen early Sunday evening trying to help a woman while seething brown waters surged through Ellicott City.",Ellicott City Patapsco River,Pat ##ap ##sco River El ##lic ##ott City,0.0,Ellicott City Patapsco River
384,ID_1001530842055753728,followme - Body Found of Man Who Disappeared Amid Maryland Flooding - U.S. News & World Report: U.S. News & World Report Body Found of Man Who Disappeared Amid Maryland Flooding U.S. News & World Report Searchers scouring a riverbed  - followforfollow,Maryland,Maryland Maryland,0.0,Maryland
385,ID_1001530871520874496,A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods,Maryland,Maryland,0.0,Maryland
