,text,location,raw_prediction,prediction,cleaned_text,WER
76,#Israel἞E἟1 offers aid 2 #Greece἞C἟7 as devastating fireὒ5 rage near #Athens Our thoughts & prayers r w/ our Greek friends #Greecefires @IsraelinGreece @IsraelMFA,Athens Greek,Athens,Athens,Israel἞E἟1 offers aid 2 Greece἞C἟7 as devastating fireὒ5 rage near Athens Our thoughts & prayers r w  our Greek friends Greecefires,0.5
77,"Our thoughts are with the victims of the devastating wildfires in Sweden, Latvia and especially Greece that have claimed over 50 deaths. We are grateful and proud of all fire fighters and rescue forces who help in European solidarity to alleviate distress and suffering.",European Greece Latvia Sweden,Sweden Latvia Greece,Greece Sweden Latvia,Our thoughts are with the victims of the devastating wildfires in Sweden Latvia and especially Greece that have claimed over 50 deaths We are grateful and proud of all fire fighters and rescue forces who help in European solidarity to alleviate distress and suffering,0.75
78,UPDATE: Wildfires near Athens have killed at least 20 people and injured 69. It is Greeces deadliest fire disaster in 11 years.,Athens Greeces,Athens Greece ##s,Athens Wildfires,UPDATE Wildfires near Athens have killed at least 20 people and injured 69 It is Greeces deadliest fire disaster in 11 years,0.5
79,"today because of raging fires many people got injured, died and some are missing or still cant escape the flames while more than 100 houses got burned. my friends got trapped in the fire and barely managed to escape. please keep greece in your prayers #PrayForGreece",greece,g ##ree ##ce,PrayForGreece greece missing,today because of raging fires many people got injured died and some are missing or still cant escape the flames while more than 100 houses got burned my friends got trapped in the fire and barely managed to escape please keep greece in your prayers PrayForGreece,2.0
80,"At least 7 people have died in Greece trying to escape multiple, fast-moving forest fires outside Athens. The number is expected to rise. It is already Greece’s deadliest wildfire since 60+ people died in 2007. On the coast, volunteers are helping people evacuate by boat:",Athens Greece,Greece Athens Greece,Greece,At least 7 people have died in Greece trying to escape multiple fast moving forest fires outside Athens The number is expected to rise It is already Greece deadliest wildfire since 60+ people died in 2007 On the coast volunteers are helping people evacuate by boat,0.5
81,"Greek fire is evolving into a Greek Tragedy today as the fire is still going on ὒ5. More than 50 people dead until now, among them children. Our thoughts with all the victims and with all those who fight bravely with the flames right now. #Greece #fire",Greece Greek,Greece,Greece,Greek fire is evolving into a Greek Tragedy today as the fire is still going on ὒ5 More than 50 people dead until now among them children Our thoughts with all the victims and with all those who fight bravely with the flames right now Greece fire,0.5
82,"Over 50 dead, over 180 injured and 100+ missing from the fire in Athens, Greece please for my country #PrayForGreece #Greecefires #PrayForAthens",Athens Greece,Athens Greece,Athens PrayForGreece,Over 50 dead over 180 injured and 100+ missing from the fire in Athens Greece please for my country PrayForGreece Greecefires PrayForAthens,0.5
83,"3 Days Greek National Mourning where at least 60 people have been killed and 156 have been injured in Athens #wildfires inferno, #Greecefires #Athenswildfires #Mati #πυρκαγια #Greece",Athens Greece,Athens Greece,Athens Greecefires,3 Days Greek National Mourning where at least 60 people have been killed and 156 have been injured in Athens wildfires inferno Greecefires Athenswildfires Mati πυρκαγια Greece,0.5
84,἞C἟7Greece: Greece wildfires: At least 60 killed near Athens as residents and tourists forced to flee into the sea,Greece,Greece Athens,Athens ἞C἟7Greece,἞C἟7Greece Greece wildfires At least 60 killed near Athens as residents and tourists forced to flee into the sea,2.0
85,If anyone wishes to contribute to those who have been affected by the #wildfires in #Athens #Greece you can #donate at bank account below which was created by The Municipality of Rafina: IBAN:GR20 0172 1860 0051 8609 2291 418 AΡ.ΛΟΓ/BANK ACC: 5186092291418 #Πυρκαγια,Athens Greece Rafina,Athens Greece Ra ##fin ##a,Athens Greece Municipality Rafina,If anyone wishes to contribute to those who have been affected by the wildfires in Athens Greece you can donate at bank account below which was created by The Municipality of Rafina IBANGR20 0172 1860 0051 8609 2291 418 AΡΛΟΓ BANK ACC 5186092291418 Πυρκαγια,0.3333333333333333
86,Greek Prime Minister declares three days of mourning for 60 people killed in wildfires near Athens,Athens,, ,,1.0
87,#UPDATE At least 20 people die and more than 100 are injured as wildfires tear through woodland and villages around Athens,Athens,, ,,1.0
88,"Wildfires in Greece kill 50 people, injure more than 150. #Greece declared state of emergency. Israel offered Greece aid in combating the fires and has teams ready on stand-by. ἞E἟1἞C἟7 #GreeceFires",Greece Israel,Greece Greece Israel Greece,Greece GreeceFires,Wildfires in Greece kill 50 people injure more than 150 Greece declared state of emergency Israel offered Greece aid in combating the fires and has teams ready on stand by ἞E἟1἞C἟7 GreeceFires,0.5
89,50 people dead and many more seriously injured. Today is a day of mourning for all of is here in Greece and for the millions of Greek expats worldwide. #wildfires #Greece #PrayforGreece,Greece,Greece Greece,PrayforGreece,50 people dead and many more seriously injured Today is a day of mourning for all of is here in Greece and for the millions of Greek expats worldwide wildfires Greece PrayforGreece,1.0
90,"Telephones for #volunteers located in Mati, Kokkino Limanaki and Neo Voutza in Attica for assistance to #Animals  call: 6934396816, 6945597792. #φωτιά #πυρκαγιά #AthensFires #Athens #Greece #Greecefires",Attica Greece Kokkino Limanaki Mati Neo Voutza,Mat ##i Ko ##k ##kin ##o Lima ##na ##ki Neo V ##out ##za At ##tica Athens Greece,AthensFires Attica Greecefires Limanaki Mati Kokkino Neo Voutza Telephones,Telephones for volunteers located in Mati Kokkino Limanaki and Neo Voutza in Attica for assistance to Animals call 6934396816 6945597792 φωτιά πυρκαγιά AthensFires Athens Greece Greecefires,0.7142857142857143
91,RT @BBCBreaking: At least 50 people now reported dead in Greeces worst wildfires in more than a decade,Greeces,Greece ##s,wildfires,RT At least 50 people now reported dead in Greeces worst wildfires in more than a decade,1.0
92,"In light of the severe #Greecefires, Israeli authorities (the National Security Council in the Prime Ministers Office and the Israeli Embassy in Athens) contacted their counterparts in #Greece and offered Israels aid.",Athens Greece,Athens Greece,Greecefires,In light of the severe Greecefires Israeli authorities the National Security Council in the Prime Ministers Office and the Israeli Embassy in Athens contacted their counterparts in Greece and offered Israels aid,1.0
93,"ὒ5 UPDATE: Reports up to 65 fatalities approx. 150+ injured & others reported missing people number unknown. Many residents trapped in seaside villages only one way to escape raging flames fled into sea. Deadliest wildfire! Italy, Germany, Poland, France sent help. #GreeceFires",France Germany Poland,Italy Germany Poland France,Italy Germany Poland France,ὒ5 UPDATE Reports up to 65 fatalities approx 150+ injured & others reported missing people number unknown Many residents trapped in seaside villages only one way to escape raging flames fled into sea Deadliest wildfire Italy Germany Poland France sent help GreeceFires,0.6666666666666666
94,"At least 60 people, including young children have died in wildfires near Athens. Greece has asked other European countries to help tackle the devastating fires, which are the worst the country has seen in more than a decade.",Greece,Athens Greece,Athens Greece,At least 60 people including young children have died in wildfires near Athens Greece has asked other European countries to help tackle the devastating fires which are the worst the country has seen in more than a decade,1.0
95,"How to help Atticas wildfire victims: To donate essential necessities (food, bottled water, etc.) to the victims of the devastating #wildfires contact @perattikis on (+30) 210 4819001/ 213-2129104/ 213-2129105/ 213-2129117 or e-mail: center@patt.gov.gr #Greecefires #Πυρκαγια",Atticas,At ##tica ##s,Atticas necessities,How to help Atticas wildfire victims To donate essential necessities food bottled water etc to the victims of the devastating wildfires contact on +30 210 4819001  213 2129104  213 2129105  213 2129117 or e mail Greecefires Πυρκαγια,1.0
96,More than 60 people dead officials say nowmany children died in their mothers arms No words to describe this devastating loss ὢ2 #Πυρκαγια #Greece #Greecefires #Grecia,Grecia Greece,Greece G ##re,Greecefires,More than 60 people dead officials say nowmany children died in their mothers arms No words to describe this devastating loss ὢ2 Πυρκαγια Greece Greecefires Grecia,1.0
97,"At least 50 dead, including 26 at a seaside villa with tourists ‘trapped on beaches’ and fleeing on boats, as killer wildfires continue to rip through Greece",Greece,, ,,1.0
98,Blood donations sought for Attica fire victims  #Greece,Attica Greece,At ##tica,Attica,Blood donations sought for Attica fire victims Greece,0.5
99,"According to the mayor of Rafina, the municipality near Athens that was hit by last nights #GreekFires wave, the death toll will rise significantly. He can confirm that at least 60 people have died #AthensFires #athensforestfires",Athens Rafina,Ra ##fin ##a Athens,AthensFires Rafina municipality,According to the mayor of Rafina the municipality near Athens that was hit by last nights GreekFires wave the death toll will rise significantly He can confirm that at least 60 people have died AthensFires athensforestfires,1.0
100,RT @ekathimerini: Emergency supplies being collected for fire-hit Attica residents  #Greece,Attica Greece,At ##tica,Attica,RT Emergency supplies being collected for fire hit Attica residents Greece,0.5
101,Greece fires LIVE: 60 DEAD and 150 injured as worst WILDFIRES in decade destroy Athens #AthensFires #athensforestfires #Greecefires #greecefire,Greece,Greece Athens,AthensFires Greece,Greece fires LIVE 60 DEAD and 150 injured as worst WILDFIRES in decade destroy Athens AthensFires athensforestfires Greecefires greecefire,1.0
102,180 critically injured. 70 dead. 1000 houses burnt down. 500 cars. This is above us #PrayForGreece #Greecefires #Greece #PrayForAthens,Greece,Greece,PrayForGreece,180 critically injured 70 dead 1000 houses burnt down 500 cars This is above us PrayForGreece Greecefires Greece PrayForAthens,1.0
103,"#Greek #wildfires devastate resort area near #Athens, at least 49 are killed and the death toll is expected to rise  @WSJ #AthensFires",Athens,Athens,AthensFires,Greek wildfires devastate resort area near Athens at least 49 are killed and the death toll is expected to rise AthensFires,1.0
104,"Near the spot where rescue workers found 29 corpses, many of them children, burned alive by wildfires in Mati, Greece.",Greece Mati,Mat ##i Greece,Greece wildfires,Near the spot where rescue workers found 29 corpses many of them children burned alive by wildfires in Mati Greece,0.5
105,This is a sad day for #Greece with more than 50 people dead in fire and many more injured. #Attica #Πυρκαγια,Greece,Greece At ##tica,Attica Greece,This is a sad day for Greece with more than 50 people dead in fire and many more injured Attica Πυρκαγια,1.0
106,RT @SkyNews: ⚡️ 26 dead bodies have been found huddled together as wildfires rage through Greece #Greecefires,Greece,Greece,Greecefires,RT ⚡️ 26 dead bodies have been found huddled together as wildfires rage through Greece Greecefires,1.0
107,Israel offers aid to Greece as wildfires rage near Athens | The Jerusalem post,Athens Israel Jerusalem,Israel Greece Athens Jerusalem,Athens Greece Israel Jerusalem,Israel offers aid to Greece as wildfires rage near Athens | The Jerusalem post,0.3333333333333333
108,GREECE fires death toll: How many have died in uncontrollable wildfires in Athens?  #Greece #news,Athens GREECE Greece,G ##RE ##EC ##E Athens Greece,Athens Greece GREECE,GREECE fires death toll How many have died in uncontrollable wildfires in Athens Greece news,0.6666666666666666
109,Latest: Three days of national mourning announced as at least 60 killed by wildfires in Greece,Greece,, ,,1.0
110,The death toll is now at 60 for a wildfire in #Greece. The firemen denounce how 25% of the anti-fire trucks are out of use because of a lack of funds. This is how the mother of Europe has been reduced by EU austerity: a country that can’t even pay for basic rescue services.,Europe Greece,Greece,Greece,The death toll is now at 60 for a wildfire in Greece The firemen denounce how 25% of the anti fire trucks are out of use because of a lack of funds This is how the mother of Europe has been reduced by EU austerity a country that can even pay for basic rescue services,0.5
