tweet_id,text,location_mentions,text_transformed
ID_1024360553110822917,"2,218 people have generously donated to help the victims of the wildfires in Greece. Can you chip in $5, $25 or $50 to help us keep up the momentum?",Greece=>COUNTRY,2218 person have generously donate to help the victim of the wildfire in greece can you chip in $ 5 $ 25 or $ 50 to help we keep up the momentum ?
ID_1021777342644015105,"Wildfires raging near Athens, Greece, have already left dozens of people dead. The country sought international help as authorities rushed to evacuate residents and tourists stranded in beaches along the coast. . 7  . wildfire fire greece",Greece=>COUNTRY,wildfire rage near athens greece have already leave dozen of person dead the country seek international help as authority rush to evacuate resident and tourist strand in beach along the coast 7 wildfire fire greece
ID_1026483020457537538,Terrible footages of Greece Wildfires-50 DEAD and 150 injured/24 July 2018-Alert/SOS  Mati,Greece=>COUNTRY,terrible footage of greece wildfires 50 dead and 150 injure / 24 july 2018 alert / sos mati
ID_1021724027780509696,"Greek fire is evolving into a Greek Tragedy today as the fire is still going on 5. More than 50 people dead until now, among them children. Our thoughts with all the victims and with all those who fight bravely with the flames right now. Greece fire",Greek=>COUNTRY * Greece=>COUNTRY,greek fire be evolve into a greek tragedy today as the fire be still go on 5 more than 50 person dead until now among they child our thought with all the victim and with all that who fight bravely with the flame right now greece fire
ID_1022424045147627520,"To learn more about the work of the  to assists those affected by the Greecefires and provide your support from Belgium, see:  &",Belgium=>COUNTRY,to learn more about the work of the to assist that affect by the greecefires and provide your support from belgium see &
ID_1021915049852645378,"Also, here you can find all the  campaigns created to help the victims of this tragedy. Please help!!FC Greecefires",,also here you can find all the campaign create to help the victim of this tragedy please help !!fc greecefires
ID_1021742620249403392,More than 60 people dead officials say nowmany children died in their mothers arms No words to describe this devastating loss 2 Greece Greecefires Grecia,Greece=>COUNTRY * Grecia=>COUNTRY,more than 60 person dead official say nowmany child die in their mother arm no word to describe this devastating loss 2 greece greecefires grecia
ID_1024512045398409216,"Loukoumakis Miraculously Found Alive week after Wildfires, by Hiding in Oven  matifires greekfires greecefire hellas Greece",Oven=>STATE * Greece=>COUNTRY,loukoumakis miraculously fow alive week after wildfires by hiding in oven matifire greekfire greecefire hellas greece
ID_1024013844975374336,Hundreds of people gathered on Syntagma square in Athens tonight to commemorate the victims of the devastating wildfire in the east coast of Attica that killed 91 people and injured dozens a week ago /  greecefire Greece,Athens=>CITY * Attica=>STATE * Greece=>COUNTRY,hundred of person gather on syntagma square in athens tonight to commemorate the victim of the devastating wildfire in the east coast of attica that kill 91 person and injure dozen a week ago / greecefire greece
ID_1023681554051162112,"With all due respect Sir, wildfire on 23rd and 24th of July in Greece, killed over 90 people. So sending a fire fighting plane on 26th, seems at least hypocritical. Thank you so much for your help AGAIN",Greece=>COUNTRY,with all due respect sir wildfire on 23rd and 24th of july in greece kill over 90 person so send a fire fighting plane on 26th seem at least hypocritical thank you so much for your help again
ID_1022228550332678144,The Guardian: How the wildfires spread  A visual guide | More than 80 people have been killed after Greeces worst wildfire in a decade hit the small resort of Mati 18 miles east of Athens,Greece=>COUNTRY * Athens=>STATE,the guardian how the wildfire spread a visual guide | more than 80 person have be kill after greeces bad wildfire in a decade hit the small resort of mati 18 mile east of athens
ID_1023921932238909440,Stavros Niarchos Foundation to donate 25 million euros to fire brigade,,stavros niarchos foundation to donate 25 million euro to fire brigade
ID_1022393700389974016,Greek wildfires: Irish newlyweds among those still missing as survivor hunt continues  Greece news,Greece=>COUNTRY,greek wildfire irish newlywed among that still miss as survivor hunt continue greece news
ID_1023395190051164160,Funerals for the victims of Greeces lethal wildfire began with the burial of an elderly priest who drowned as he sought safety from the flames in the sea off the coastal community of Mati.,Mati=>CITY,funeral for the victim of greeces lethal wildfire begin with the burial of a elderly priest who drown as he seek safety from the flame in the sea off the coastal community of mati
ID_1022117797512577024,"For those who wish to make any kind of donations to those who have been affected by the wildfires in Athens, you can call +302104819001 to be informed of the current needs. The number is of the prefecture of Attica",Athens=>CITY * Attica=>CITY,for that who wish to make any kind of donation to that who have be affect by the wildfire in athens you can call +302104819001 to be inform of the current need the number be of the prefecture of attica
ID_1021746263388311552,RT : Blood donations sought for Attica fire victims  wildfire Greecefires,Attica=>CITY,rt blood donation seek for attica fire victim wildfire greecefires
ID_1027574739697643520,RT : Death of elderly woman in hospital raises wildfire toll in East Attica to 93 Greece,Attica=>CITY * Greece=>COUNTRY,rt death of elderly woman in hospital raise wildfire toll in east attica to 93 greece
ID_1022119072866230273,"Greece wildfires. A deadly mix of extremely strong wind, unregulated building of houses in the forest, non-existent safety precautions and inadequate firefighting mechanism had the result you see. 80 people dead (so far), 2000 homes burnt, whole communes turned to ashes.",Greece=>COUNTRY,greece wildfire a deadly mix of extremely strong wind unregulated building of house in the forest non-existent safety precaution and inadequate firefighting mechanism have the result you see 80 person dead ( so far ) 2000 home burn whole commune turn to ash
ID_1022415756678623232,"Greek international center, Georgios Papagiannis, brings food to the firemen who are fighting against wildfires near Athens.",Athens=>CITY,greek international center georgios papagiannis bring food to the firemen who be fight against wildfire near athens
ID_1022163434786439173,"Fast-moving wildfires near Athens have killed at least 76. Europe has sweltered through an unusually hot and dry summer, breaking temperature records and fueling significant fires in several countries, including Sweden and Britain. V.C: wildfire environmentallegacy",Athens=>CITY * Europe=>CONTINENT * Sweden=>COUNTRY,fast move wildfire near athens have kill at least 76 europe have swelter through a unusually hot and dry summer break temperature record and fuel significant fire in several country include sweden and britain v.c wildfire environmentallegacy
ID_1022682234338332672,Greek Officials Find Serious Indications Of Arson In Wildfires That Have Killed Over 80 People,,greek official find serious indication of arson in wildfire that have kill over 80 person
ID_1022604929582747648,"We captured imagery of the devastating wildfires near Rafina, Greece. Infrared images show burned areas in gray/black and healthy vegetation in red. greecewildfires",Greece=>COUNTRY,we capture imagery of the devastating wildfire near rafina greece infrared image show burn area in gray / black and healthy vegetation in red greecewildfire
ID_1027289155611648002,Order of AHEPA working through many partners and channels in the US and Greece to provide immediate and productive aid. Training fire fighters and restoring critical equipment programs have already been in place and have more urgency today. Funding IOCC efforts is priority.,US=>COUNTRY * Greece=>COUNTRY,order of ahepa work through many partner and channel in the us and greece to provide immediate and productive aid training fire fighter and restore critical equipment program have already be in place and have more urgency today funding iocc effort be priority
